0.000000	0.014925
0.000200	0.029702
0.000400	0.044332
0.000600	0.058816
0.000800	0.073156
0.001000	0.087353
0.001200	0.101409
0.001400	0.115325
0.001600	0.129103
0.001800	0.142744
0.002000	0.156249
0.002200	0.169619
0.002400	0.182857
0.002600	0.195963
0.002800	0.208938
0.003000	0.221784
0.003200	0.234503
0.003400	0.247095
0.003600	0.259561
0.003800	0.271904
0.004000	0.284124
0.004200	0.296222
0.004400	0.308200
0.004600	0.320058
0.004800	0.331799
0.005000	0.343423
0.005200	0.354931
0.005400	0.366324
0.005600	0.377605
0.005800	0.388773
0.006000	0.399830
0.006200	0.410776
0.006400	0.421614
0.006600	0.432345
0.006800	0.442968
0.007000	0.453486
0.007200	0.463899
0.007400	0.474208
0.007600	0.484415
0.007800	0.494520
0.008000	0.504525
0.008200	0.514430
0.008400	0.524236
0.008600	0.533945
0.008800	0.543558
0.009000	0.553074
0.009200	0.562497
0.009400	0.571825
0.009600	0.581060
0.009800	0.590204
0.010000	0.599257
0.010200	0.608219
0.010400	0.617092
0.010600	0.625878
0.010800	0.634575
0.011000	0.643186
0.011200	0.651712
0.011400	0.660152
0.011600	0.668509
0.011800	0.676783
0.012000	0.684974
0.012200	0.693083
0.012400	0.701112
0.012600	0.709061
0.012800	0.716931
0.013000	0.724723
0.013200	0.732437
0.013400	0.740075
0.013600	0.747636
0.013800	0.755122
0.014000	0.762534
0.014200	0.769872
0.014400	0.777137
0.014600	0.784329
0.014800	0.791450
0.015000	0.798500
0.015200	0.805480
0.015400	0.812391
0.015600	0.819233
0.015800	0.826007
0.016000	0.832713
0.016200	0.839353
0.016400	0.845926
0.016600	0.852434
0.016800	0.858878
0.017000	0.865257
0.017200	0.871573
0.017400	0.877826
0.017600	0.884016
0.017800	0.890146
0.018000	0.896214
0.018200	0.902222
0.018400	0.908170
0.018600	0.914058
0.018800	0.919889
0.019000	0.925661
0.019200	0.931376
0.019400	0.937034
0.019600	0.942635
0.019800	0.948181
0.020000	0.953672
0.020200	0.959108
0.020400	0.964490
0.020600	0.969818
0.020800	0.975093
0.021000	0.980316
0.021200	0.985487
0.021400	0.990607
0.021600	0.995675
0.021800	1.000693
0.022000	1.005662
0.022200	1.010580
0.022400	1.015450
0.022600	1.020271
0.022800	1.025045
0.023000	1.029771
0.023200	1.034450
0.023400	1.039082
0.023600	1.043668
0.023800	1.048209
0.024000	1.052704
0.024200	1.057155
0.024400	1.061561
0.024600	1.065924
0.024800	1.070243
0.025000	1.074519
0.025200	1.078753
0.025400	1.082944
0.025600	1.087094
0.025800	1.091202
0.026000	1.095270
0.026200	1.099297
0.026400	1.103284
0.026600	1.107232
0.026800	1.111140
0.027000	1.115009
0.027200	1.118840
0.027400	1.122632
0.027600	1.126387
0.027800	1.130105
0.028000	1.133785
0.028200	1.137429
0.028400	1.141037
0.028600	1.144608
0.028800	1.148145
0.029000	1.151646
0.029200	1.155112
0.029400	1.158543
0.029600	1.161941
0.029800	1.165305
0.030000	1.168635
0.030200	1.171932
0.030400	1.175196
0.030600	1.178428
0.030800	1.181628
0.031000	1.184796
0.031200	1.187932
0.031400	1.191037
0.031600	1.194112
0.031800	1.197155
0.032000	1.200169
0.032200	1.203152
0.032400	1.206106
0.032600	1.209030
0.032800	1.211925
0.033000	1.214792
0.033200	1.217629
0.033400	1.220439
0.033600	1.223221
0.033800	1.225975
0.034000	1.228701
0.034200	1.231401
0.034400	1.234073
0.034600	1.236719
0.034800	1.239339
0.035000	1.241933
0.035200	1.244500
0.035400	1.247043
0.035600	1.249560
0.035800	1.252052
0.036000	1.254519
0.036200	1.256961
0.036400	1.259380
0.036600	1.261774
0.036800	1.264144
0.037000	1.266491
0.037200	1.268814
0.037400	1.271115
0.037600	1.273392
0.037800	1.275647
0.038000	1.277879
0.038200	1.280089
0.038400	1.282278
0.038600	1.284444
0.038800	1.286589
0.039000	1.288712
0.039200	1.290815
0.039400	1.292896
0.039600	1.294957
0.039800	1.296997
0.040000	1.299017
0.040200	1.301017
0.040400	1.302997
0.040600	1.304957
0.040800	1.306898
0.041000	1.308819
0.041200	1.310721
0.041400	1.312605
0.041600	1.314469
0.041800	1.316315
0.042000	1.318143
0.042200	1.319953
0.042400	1.321744
0.042600	1.323518
0.042800	1.325274
0.043000	1.327012
0.043200	1.328734
0.043400	1.330438
0.043600	1.332125
0.043800	1.333795
0.044000	1.335449
0.044200	1.337086
0.044400	1.338707
0.044600	1.340312
0.044800	1.341901
0.045000	1.343474
0.045200	1.345032
0.045400	1.346574
0.045600	1.348100
0.045800	1.349612
0.046000	1.351108
0.046200	1.352590
0.046400	1.354057
0.046600	1.355509
0.046800	1.356946
0.047000	1.358370
0.047200	1.359779
0.047400	1.361174
0.047600	1.362556
0.047800	1.363923
0.048000	1.365277
0.048200	1.366618
0.048400	1.367945
0.048600	1.369259
0.048800	1.370560
0.049000	1.371848
0.049200	1.373123
0.049400	1.374385
0.049600	1.375635
0.049800	1.376873
0.050000	1.378098
0.050200	1.379311
0.050400	1.380512
0.050600	1.381701
0.050800	1.382878
0.051000	1.384043
0.051200	1.385197
0.051400	1.386339
0.051600	1.387470
0.051800	1.388590
0.052000	1.389698
0.052200	1.390796
0.052400	1.391882
0.052600	1.392958
0.052800	1.394023
0.053000	1.395078
0.053200	1.396122
0.053400	1.397156
0.053600	1.398179
0.053800	1.399192
0.054000	1.400195
0.054200	1.401188
0.054400	1.402171
0.054600	1.403145
0.054800	1.404109
0.055000	1.405063
0.055200	1.406007
0.055400	1.406942
0.055600	1.407868
0.055800	1.408785
0.056000	1.409693
0.056200	1.410591
0.056400	1.411481
0.056600	1.412362
0.056800	1.413234
0.057000	1.414097
0.057200	1.414952
0.057400	1.415798
0.057600	1.416636
0.057800	1.417465
0.058000	1.418287
0.058200	1.419100
0.058400	1.419905
0.058600	1.420702
0.058800	1.421491
0.059000	1.422272
0.059200	1.423045
0.059400	1.423811
0.059600	1.424569
0.059800	1.425320
0.060000	1.426063
0.060200	1.426798
0.060400	1.427527
0.060600	1.428248
0.060800	1.428962
0.061000	1.429668
0.061200	1.430368
0.061400	1.431061
0.061600	1.431747
0.061800	1.432426
0.062000	1.433098
0.062200	1.433764
0.062400	1.434423
0.062600	1.435076
0.062800	1.435722
0.063000	1.436361
0.063200	1.436995
0.063400	1.437621
0.063600	1.438242
0.063800	1.438857
0.064000	1.439465
0.064200	1.440068
0.064400	1.440664
0.064600	1.441254
0.064800	1.441839
0.065000	1.442418
0.065200	1.442990
0.065400	1.443558
0.065600	1.444119
0.065800	1.444675
0.066000	1.445226
0.066200	1.445771
0.066400	1.446310
0.066600	1.446844
0.066800	1.447373
0.067000	1.447897
0.067200	1.448416
0.067400	1.448929
0.067600	1.449437
0.067800	1.449940
0.068000	1.450438
0.068200	1.450931
0.068400	1.451420
0.068600	1.451903
0.068800	1.452382
0.069000	1.452855
0.069200	1.453325
0.069400	1.453789
0.069600	1.454249
0.069800	1.454704
0.070000	1.455155
0.070200	1.455601
0.070400	1.456043
0.070600	1.456480
0.070800	1.456913
0.071000	1.457342
0.071200	1.457766
0.071400	1.458187
0.071600	1.458603
0.071800	1.459015
0.072000	1.459422
0.072200	1.459826
0.072400	1.460226
0.072600	1.460622
0.072800	1.461013
0.073000	1.461401
0.073200	1.461785
0.073400	1.462166
0.073600	1.462542
0.073800	1.462915
0.074000	1.463284
0.074200	1.463649
0.074400	1.464011
0.074600	1.464369
0.074800	1.464724
0.075000	1.465075
0.075200	1.465422
0.075400	1.465766
0.075600	1.466107
0.075800	1.466444
0.076000	1.466778
0.076200	1.467108
0.076400	1.467436
0.076600	1.467760
0.076800	1.468080
0.077000	1.468398
0.077200	1.468712
0.077400	1.469024
0.077600	1.469332
0.077800	1.469637
0.078000	1.469939
0.078200	1.470238
0.078400	1.470535
0.078600	1.470828
0.078800	1.471118
0.079000	1.471405
0.079200	1.471690
0.079400	1.471972
0.079600	1.472250
0.079800	1.472527
0.080000	1.472800
0.080200	1.473071
0.080400	1.473338
0.080600	1.473604
0.080800	1.473866
0.081000	1.474126
0.081200	1.474384
0.081400	1.474639
0.081600	1.474891
0.081800	1.475141
0.082000	1.475388
0.082200	1.475633
0.082400	1.475876
0.082600	1.476116
0.082800	1.476353
0.083000	1.476589
0.083200	1.476822
0.083400	1.477052
0.083600	1.477281
0.083800	1.477507
0.084000	1.477730
0.084200	1.477952
0.084400	1.478171
0.084600	1.478389
0.084800	1.478604
0.085000	1.478817
0.085200	1.479027
0.085400	1.479236
0.085600	1.479443
0.085800	1.479647
0.086000	1.479850
0.086200	1.480050
0.086400	1.480249
0.086600	1.480445
0.086800	1.480640
0.087000	1.480832
0.087200	1.481023
